Temps;Déplacement;Charge
(s);(mm);(N)
"36,10000";"2,40677";"23601,18555"
"36,20000";"2,41358";"23665,01172"
"36,30000";"2,42004";"23729,54297"
"36,40000";"2,42680";"23804,01953"
"36,50000";"2,43355";"23863,05273"
"36,60000";"2,44007";"23926,11133"
"36,70000";"2,44683";"23999,18750"
"36,80000";"2,45346";"24054,83789"
"36,90000";"2,46004";"24109,28125"
"37,00000";"2,46691";"24174,10938"
"37,10000";"2,47337";"24239,45117"
"37,20000";"2,48007";"24320,20898"
"37,30000";"2,48694";"24380,30078"
"37,40000";"2,49334";"24428,79102"
"37,50000";"2,50016";"24502,09766"
"37,60000";"2,50685";"24566,15625"
"37,70000";"2,51331";"24622,60938"
"37,80000";"2,52007";"24654,24609"
"37,90000";"2,52688";"24710,20508"
"38,00000";"2,53334";"24799,66016"
"38,10000";"2,54022";"24883,73438"
"38,20000";"2,54667";"24934,24609"
"38,30000";"2,55337";"24964,09180"
"38,40000";"2,56019";"25026,91992"
"38,50000";"2,56664";"25106,64844"
"38,60000";"2,57346";"25192,68750"
"38,70000";"2,58028";"25123,34375"
"38,80000";"2,58673";"25149,93555"
"38,90000";"2,59355";"25281,50977"
"39,00000";"2,60013";"25379,11328"
"39,10000";"2,60670";"25466,34375"
"39,20000";"2,61352";"25519,46875"
"39,30000";"2,62010";"25449,99805"
"39,40000";"2,62673";"25559,39648"
"39,50000";"2,63361";"25658,91797"
"39,60000";"2,64006";"25739,31836"
"39,70000";"2,64676";"25801,70117"
"39,80000";"2,65358";"25704,37109"
"39,90000";"2,65997";"25816,56250"
"40,00000";"2,66673";"25928,13672"
"40,10000";"2,67349";"26012,74023"
"40,20000";"2,68000";"26084,81250"
"40,30000";"2,68694";"26096,90820"
"40,40000";"2,69352";"26081,97656"
"40,50000";"2,70009";"26185,45508"
"40,60000";"2,70691";"26283,89258"
"40,70000";"2,71337";"26348,78125"
"40,80000";"2,72006";"26408,14844"
"40,90000";"2,72688";"26309,53711"
"41,00000";"2,73334";"26406,84180"
"41,10000";"2,74015";"26516,17578"
"41,20000";"2,74679";"26597,00000"
"41,30000";"2,75337";"26669,04297"
"41,40000";"2,76024";"26726,43945"
"41,50000";"2,76682";"26678,24023"
"41,60000";"2,77340";"26724,96680"
"41,70000";"2,78021";"26819,63477"
"41,80000";"2,78673";"26895,43164"
"41,90000";"2,79337";"26975,94141"
"42,00000";"2,80030";"27030,44336"
"42,10000";"2,80670";"26893,77148"
"42,20000";"2,81351";"26971,73633"
"42,30000";"2,82021";"27073,76172"
"42,40000";"2,82667";"27165,37500"
"42,50000";"2,83348";"27249,11914"
"42,60000";"2,84012";"27307,40039"
"42,70000";"2,84676";"27360,92773"
"42,80000";"2,85357";"27285,62891"
"42,90000";"2,86015";"27311,18555"
"43,00000";"2,86679";"27413,23633"
"43,10000";"2,87360";"27497,24609"
"43,20000";"2,88000";"27560,24805"
"43,30000";"2,88670";"27630,16211"
"43,40000";"2,89351";"27674,45703"
"43,50000";"2,89997";"27647,92383"
"43,60000";"2,90679";"27633,27148"
"43,70000";"2,91348";"27720,00781"
"43,80000";"2,92000";"27799,40430"
"43,90000";"2,92682";"27873,37305"
"44,00000";"2,93345";"27923,45898"
"44,10000";"2,94003";"27978,19922"
"44,20000";"2,94690";"28020,56055"
"44,30000";"2,95342";"28001,35938"
"44,40000";"2,96006";"27985,62695"
"44,50000";"2,96693";"28056,77344"
"44,60000";"2,97339";"28124,04883"
"44,70000";"2,98021";"28194,56445"
"44,80000";"2,98690";"28241,69922"
"44,90000";"2,99336";"28285,51562"
"45,00000";"3,00018";"28333,84570"
"45,10000";"3,00681";"28345,35156"
"45,20000";"3,01345";"28137,38086"
"45,30000";"3,02033";"28251,45703"
"45,40000";"3,02678";"28341,22461"
"45,50000";"3,03342";"28424,13867"
"45,60000";"3,04024";"28485,67383"
"45,70000";"3,04663";"28533,84961"
"45,80000";"3,05345";"28588,99609"
"45,90000";"3,06015";"28625,35742"
"46,00000";"3,06672";"28663,50195"
"46,10000";"3,07354";"28703,01367"
"46,20000";"3,08017";"28701,34766"
"46,30000";"3,08675";"28536,78516"
"46,40000";"3,09357";"28621,55469"
"46,50000";"3,10009";"28698,07227"
"46,60000";"3,10666";"28767,92773"
"46,70000";"3,11360";"28822,80859"
"46,80000";"3,12005";"28866,66016"
"46,90000";"3,12681";"28913,36719"
"47,00000";"3,13363";"28943,85547"
"47,10000";"3,14002";"28970,43555"
"47,20000";"3,14690";"29011,63477"
"47,30000";"3,15354";"29029,73633"
"47,40000";"3,15999";"29048,71094"
"47,50000";"3,16693";"29065,80273"
"47,60000";"3,17333";"29057,36914"
"47,70000";"3,18008";"29078,72266"
"47,80000";"3,18696";"29113,23633"
"47,90000";"3,19342";"29145,13086"
"48,00000";"3,20011";"29190,56445"
"48,10000";"3,20693";"29223,91797"
"48,20000";"3,21339";"29244,53711"
"48,30000";"3,22014";"29273,79883"
"48,40000";"3,22684";"29292,85742"
"48,50000";"3,23336";"29316,48438"
"48,60000";"3,24017";"29346,67773"
"48,70000";"3,24681";"29360,29688"
"48,80000";"3,25339";"29380,56836"
"48,90000";"3,26026";"29406,26758"
"49,00000";"3,26672";"29415,56055"
"49,10000";"3,27335";"29440,64062"
"49,20000";"3,28017";"29453,00391"
"49,30000";"3,28669";"29462,50977"
"49,40000";"3,29344";"29473,57227"
"49,50000";"3,30020";"29457,14648"
"49,60000";"3,30672";"29447,93750"
"49,70000";"3,31353";"29477,95898"
"49,80000";"3,32017";"29504,34375"
"49,90000";"3,32669";"29534,69531"
"50,00000";"3,33350";"29569,07422"
"50,10000";"3,34008";"29586,27734"
"50,20000";"3,34678";"29615,38672"
"50,30000";"3,35365";"29634,51367"
"50,40000";"3,35999";"29644,12500"
"50,50000";"3,36681";"29670,16992"
"50,60000";"3,37356";"29679,02148"
"50,70000";"3,38002";"29691,83594"
"50,80000";"3,38684";"29714,70117"
"50,90000";"3,39347";"29722,79883"
"51,00000";"3,40011";"29739,71875"
"51,10000";"3,40675";"29754,55859"
"51,20000";"3,41350";"29767,02539"
"51,30000";"3,42008";"29779,02344"
"51,40000";"3,42689";"29790,37695"
"51,50000";"3,43335";"29792,92578"
"51,60000";"3,44011";"29769,60547"
"51,61600";"3,44112";"29478,22266"
"51,63000";"3,44208";"29203,43555"
"51,73000";"3,44902";"29176,05859"
"51,83000";"3,45553";"29333,50195"
"51,93000";"3,46205";"29480,12891"
"52,03000";"3,46893";"29598,27148"
"52,13000";"3,47532";"29680,99805"
"52,23000";"3,48208";"29758,47461"
"52,33000";"3,48890";"29807,18359"
"52,43000";"3,49529";"29837,42383"
"52,53000";"3,50211";"29875,10352"
"52,63000";"3,50893";"29893,47656"
"52,73000";"3,51538";"29909,25000"
"52,83000";"3,52220";"29929,95117"
"52,93000";"3,52884";"29939,01367"
"53,03000";"3,53535";"29953,82617"
"53,13000";"3,54223";"29970,27930"
"53,23000";"3,54869";"29973,07227"
"53,33000";"3,55544";"29990,35156"
"53,43000";"3,56232";"30001,14648"
"53,53000";"3,56872";"30006,97266"
"53,63000";"3,57547";"30023,68164"
"53,73000";"3,58229";"30030,44727"
"53,83000";"3,58874";"30035,37305"
"53,93000";"3,59550";"30053,71094"
"54,03000";"3,60220";"30057,75000"
"54,13000";"3,60871";"30067,33398"
"54,23000";"3,61559";"30082,18750"
"54,33000";"3,62211";"30086,68164"
"54,43000";"3,62874";"30101,51953"
"54,53000";"3,63562";"30109,72070"
"54,63000";"3,64202";"30113,04688"
"54,73000";"3,64877";"30132,50586"
"54,83000";"3,65553";"30136,96289"
"54,93000";"3,66199";"30143,91406"
"55,03000";"3,66886";"30161,40430"
"55,13000";"3,67556";"30164,95117"
"55,23000";"3,68208";"30173,72461"
"55,33000";"3,68895";"30188,00977"
"55,43000";"3,69547";"30190,26758"
"55,53000";"3,70205";"30205,01953"
"55,63000";"3,70892";"30214,49805"
"55,73000";"3,71532";"30217,13281"
"55,83000";"3,72208";"30235,57617"
"55,93000";"3,72895";"30240,64648"
"56,03000";"3,73535";"30244,75781"
"56,13000";"3,74216";"30260,22266"
"56,23000";"3,74886";"30263,99609"
"56,33000";"3,75538";"30270,95703"
"56,43000";"3,76219";"30283,29883"
"56,53000";"3,76877";"30282,39062"
"56,63000";"3,77535";"30295,98633"
"56,73000";"3,78228";"30311,57812"
"56,83000";"3,78880";"30309,77930"
"56,93000";"3,79544";"30319,58594"
"57,03000";"3,80231";"30322,46875"
"57,13000";"3,80877";"30093,35742"
"57,13800";"3,80937";"29807,48047"
"57,14600";"3,80997";"29525,49219"
