Temps;Déplacement;Charge
(s);(mm);(N)
"35,70000";"2,38010";"21003,74414"
"35,80000";"2,38674";"21087,88281"
"35,90000";"2,39349";"21158,77930"
"36,00000";"2,40001";"21234,31641"
"36,10000";"2,40683";"21320,46680"
"36,20000";"2,41346";"21391,40820"
"36,30000";"2,42004";"21470,37891"
"36,40000";"2,42686";"21554,14453"
"36,50000";"2,43343";"21624,26953"
"36,60000";"2,44007";"21716,41211"
"36,70000";"2,44688";"21788,76172"
"36,80000";"2,45340";"21861,17773"
"36,90000";"2,46010";"21945,90625"
"37,00000";"2,46697";"22023,23633"
"37,10000";"2,47337";"22096,81055"
"37,20000";"2,48013";"22183,75977"
"37,30000";"2,48688";"22254,91406"
"37,40000";"2,49334";"22331,45898"
"37,50000";"2,50022";"22419,42188"
"37,60000";"2,50685";"22491,47656"
"37,70000";"2,51343";"22569,39062"
"37,80000";"2,52025";"22653,27148"
"37,90000";"2,52676";"22724,87500"
"38,00000";"2,53334";"22806,32812"
"38,10000";"2,54016";"22884,11523"
"38,20000";"2,54667";"22960,33594"
"38,30000";"2,55343";"23045,43945"
"38,40000";"2,56019";"23120,68750"
"38,50000";"2,56670";"23195,86914"
"38,60000";"2,57346";"23282,18750"
"38,70000";"2,58016";"23353,01367"
"38,80000";"2,58667";"23430,44141"
"38,90000";"2,59349";"23496,44922"
"39,00000";"2,60001";"23579,24023"
"39,10000";"2,60664";"23662,93750"
"39,20000";"2,61352";"23740,07812"
"39,30000";"2,62004";"23812,23047"
"39,40000";"2,62673";"23897,84961"
"39,50000";"2,63361";"23972,67188"
"39,60000";"2,64006";"24048,34570"
"39,70000";"2,64682";"24133,81641"
"39,80000";"2,65346";"24204,81055"
"39,90000";"2,66003";"24284,54102"
"40,00000";"2,66685";"24369,28516"
"40,10000";"2,67343";"24438,27344"
"40,20000";"2,68006";"24521,60938"
"40,30000";"2,68694";"24604,04297"
"40,40000";"2,69346";"24674,80078"
"40,50000";"2,70009";"24758,25977"
"40,60000";"2,70697";"24833,86328"
"40,70000";"2,71337";"24908,68359"
"40,80000";"2,72012";"24994,96680"
"40,90000";"2,72688";"25067,28516"
"41,00000";"2,73334";"25143,63281"
"41,10000";"2,74021";"25230,01367"
"41,20000";"2,74679";"25298,75391"
"41,30000";"2,75337";"25378,27734"
"41,40000";"2,76024";"25459,95703"
"41,50000";"2,76670";"25529,58789"
"41,60000";"2,77340";"25617,27734"
"41,70000";"2,78021";"25692,97852"
"41,80000";"2,78667";"25764,19141"
"41,90000";"2,79342";"25851,06836"
"42,00000";"2,80030";"25927,26367"
"42,10000";"2,80670";"25999,27734"
"42,20000";"2,81345";"26081,08008"
"42,30000";"2,82015";"26152,05078"
"42,40000";"2,82667";"26232,42383"
"42,50000";"2,83348";"26313,91797"
"42,60000";"2,84006";"26384,88086"
"42,70000";"2,84670";"26462,86719"
"42,80000";"2,85387";"26529,64258"
"42,90000";"2,85997";"26590,50781"
"43,00000";"2,86667";"26685,41602"
"43,10000";"2,87348";"26760,71289"
"43,20000";"2,87994";"26830,13086"
"43,30000";"2,88676";"26915,91016"
"43,40000";"2,89351";"26985,13867"
"43,50000";"2,90009";"27063,76367"
"43,60000";"2,90690";"27144,66406"
"43,70000";"2,91348";"27215,02148"
"43,80000";"2,92000";"27292,78516"
"43,90000";"2,92687";"27371,78516"
"44,00000";"2,93333";"27441,70117"
"44,10000";"2,94003";"27525,01953"
"44,20000";"2,94696";"27599,99609"
"44,30000";"2,95336";"27669,46289"
"44,40000";"2,96018";"27755,42773"
"44,50000";"2,96687";"27821,97266"
"44,60000";"2,97333";"27895,68945"
"44,70000";"2,98021";"27980,08984"
"44,80000";"2,98678";"28049,14648"
"44,90000";"2,99336";"28124,75586"
"45,00000";"3,00024";"28206,57422"
"45,10000";"3,00675";"28276,58594"
"45,20000";"3,01345";"28355,25586"
"45,30000";"3,02027";"28429,63281"
"45,40000";"3,02666";"28501,29883"
"45,50000";"3,03348";"28583,45117"
"45,60000";"3,04024";"28661,07617"
"45,70000";"3,04669";"28727,38477"
"45,80000";"3,05351";"28811,18750"
"45,90000";"3,06015";"28879,64453"
"46,00000";"3,06666";"28955,33789"
"46,10000";"3,07354";"29036,42578"
"46,20000";"3,08012";"29104,52734"
"46,30000";"3,08675";"29181,90430"
"46,40000";"3,09357";"29256,33398"
"46,50000";"3,10003";"29326,01562"
"46,60000";"3,10678";"29408,85938"
"46,70000";"3,11354";"29476,34375"
"46,80000";"3,11999";"29549,25977"
"46,90000";"3,12687";"29632,05664"
"47,00000";"3,13351";"29697,70508"
"47,10000";"3,13996";"29768,33008"
"47,20000";"3,14690";"29850,52539"
"47,30000";"3,15342";"29914,81445"
"47,40000";"3,15999";"29991,73047"
"47,50000";"3,16693";"30068,09961"
"47,60000";"3,17345";"30134,79102"
"47,70000";"3,18014";"30212,31836"
"47,80000";"3,18690";"30280,07227"
"47,90000";"3,19336";"30351,34375"
"48,00000";"3,20011";"30430,50391"
"48,10000";"3,20687";"30494,85938"
"48,20000";"3,21333";"30565,66797"
"48,30000";"3,22026";"30646,64648"
"48,40000";"3,22684";"30708,11328"
"48,50000";"3,23342";"30782,05859"
"48,60000";"3,24029";"30857,61719"
"48,70000";"3,24669";"30919,50391"
"48,80000";"3,25339";"30995,88086"
"48,90000";"3,26020";"31064,81055"
"49,00000";"3,26666";"31130,23633"
"49,10000";"3,27347";"31209,19141"
"49,20000";"3,28017";"31272,87109"
"49,30000";"3,28669";"31341,58008"
"49,40000";"3,29356";"31418,26953"
"49,50000";"3,30014";"31478,16016"
"49,60000";"3,30666";"31549,05078"
"49,70000";"3,31359";"31624,30273"
"49,80000";"3,32005";"31686,02539"
"49,90000";"3,32669";"31757,95312"
"50,00000";"3,33362";"31828,68359"
"50,10000";"3,34002";"31891,35156"
"50,20000";"3,34678";"31965,66797"
"50,30000";"3,35359";"32028,33008"
"50,40000";"3,35999";"32091,68359"
"50,50000";"3,36681";"32169,35156"
"50,60000";"3,37350";"32229,29297"
"50,70000";"3,38002";"32295,88867"
"50,80000";"3,38690";"32366,63867"
"50,90000";"3,39347";"32427,43359"
"51,00000";"3,40005";"32496,09375"
"51,10000";"3,40692";"32560,93945"
"51,20000";"3,41338";"32620,59375"
"51,30000";"3,42008";"32691,42773"
"51,40000";"3,42695";"32754,18359"
"51,50000";"3,43329";"32812,20703"
"51,60000";"3,44011";"32887,66406"
"51,70000";"3,44686";"32945,21875"
"51,80000";"3,45332";"33005,14844"
"51,90000";"3,46020";"33077,62891"
"52,00000";"3,46671";"33126,61719"
"52,10000";"3,47341";"33196,35156"
"52,20000";"3,48023";"33258,71875"
"52,30000";"3,48668";"33318,84375"
